Household ID,Date,Electricity Usage (kWh),Water Usage (Liters),Food Waste (kg),Carbon Footprint (kg CO₂),Location
8638,2023-06-16,27.41,243.4,1.69,28.05,Kolkata
8993,2023-06-17,12.62,494.0,1.13,13.62,Mumbai
7007,2023-02-23,7.4,285.9,1.78,10.22,Delhi
6542,2023-09-16,11.19,430.5,0.91,11.89,Kolkata
7356,2023-04-21,11.82,491.0,0.7,12.04,Chennai
9433,2023-08-20,29.46,176.5,1.95,30.41,Kolkata
8380,2023-06-10,21.86,410.4,1.37,22.41,Kolkata
3385,2023-12-18,28.29,59.9,0.91,27.28,Kolkata
5268,2023-11-23,25.87,355.9,1.77,26.82,Bangalore
1671,2023-01-19,19.46,385.3,1.4,20.31,Delhi
1163,2023-10-17,21.88,264.8,1.31,22.31,Kolkata
9656,2023-02-19,20.62,122.9,1.48,21.52,Mumbai
5592,2023-06-24,21.66,327.5,1.5,22.49,Bangalore
5795,2023-10-29,11.62,453.9,1.04,12.54,Kolkata
5798,2023-07-03,15.2,469.1,0.9,15.48,Kolkata
7036,2023-07-04,19.82,385.7,1.83,21.5,Delhi
3355,2023-12-05,5.9,168.7,1.04,7.39,Bangalore
6887,2023-11-03,17.07,441.6,0.51,16.38,Kolkata
8961,2023-11-06,26.49,450.0,1.09,26.02,Kolkata
6827,2023-12-12,17.31,215.3,0.17,15.92,Chennai
9737,2023-03-22,18.81,132.3,1.47,19.87,Mumbai
5719,2023-06-05,10.05,443.6,0.34,9.73,Mumbai
1593,2023-10-02,24.86,448.3,0.31,22.99,Delhi
5839,2023-10-10,13.97,95.4,1.9,16.37,Bangalore
8394,2023-09-06,28.91,485.1,1.57,29.16,Kolkata
4493,2023-05-27,29.84,289.9,0.89,28.64,Bangalore
7164,2023-01-07,27.9,497.2,0.56,26.23,Delhi
3672,2023-06-06,7.12,250.3,1.7,9.81,Chennai
5200,2023-06-20,13.33,290.0,1.94,15.88,Delhi
1016,2023-03-10,28.63,169.7,1.07,27.91,Mumbai
4191,2023-04-04,25.11,454.5,1.2,25.0,Chennai
1392,2023-12-29,27.78,249.7,0.56,26.12,Kolkata
9616,2023-07-05,19.31,416.6,1.22,19.82,Delhi
7272,2023-06-19,17.01,85.9,0.86,17.03,Bangalore
1571,2023-07-23,7.66,404.7,1.71,10.31,Bangalore
4631,2023-02-11,25.99,270.6,0.82,25.03,Mumbai
7172,2023-01-13,23.63,52.4,1.33,23.93,Mumbai
8177,2023-06-03,6.47,151.8,0.49,6.8,Mumbai
9433,2023-10-01,10.24,137.2,0.27,9.76,Mumbai
4897,2023-10-25,18.93,388.3,0.18,17.4,Kolkata
9123,2023-02-20,22.11,264.7,0.89,21.68,Chennai
3279,2023-07-31,8.44,121.9,0.41,8.42,Mumbai
9980,2023-05-24,11.12,165.6,1.99,13.99,Delhi
8451,2023-12-23,9.83,276.8,1.62,12.09,Kolkata
9906,2023-01-03,10.5,58.8,1.42,12.29,Chennai
1775,2023-09-11,28.02,240.9,1.63,28.48,Kolkata
7869,2023-12-01,22.9,355.1,0.6,21.81,Bangalore
3247,2023-09-13,23.43,283.0,1.77,24.63,Kolkata
8088,2023-04-08,24.85,319.1,1.99,26.35,Kolkata
1078,2023-06-22,13.91,197.0,0.65,13.82,Bangalore
9080,2023-05-30,24.18,132.4,1.97,25.7,Bangalore
8099,2023-10-06,29.46,414.4,0.71,27.93,Bangalore
4926,2023-02-28,22.46,457.5,0.12,20.45,Kolkata
8340,2023-04-23,15.42,279.8,0.8,15.48,Bangalore
8083,2023-11-20,22.91,187.3,2.0,24.62,Mumbai
7230,2023-08-31,27.52,280.0,1.31,27.39,Delhi
5940,2023-11-06,8.22,445.5,1.42,10.24,Delhi
4271,2023-02-26,11.63,361.1,0.55,11.57,Bangalore
4456,2023-03-01,27.98,436.4,0.38,25.94,Chennai
8788,2023-11-25,28.66,197.8,1.78,29.35,Kolkata
9599,2023-08-04,17.1,370.4,0.89,17.17,Delhi
8650,2023-08-21,14.36,343.9,0.11,13.14,Mumbai
3711,2023-02-24,12.07,307.2,0.66,12.18,Chennai
2668,2023-07-27,17.47,287.7,0.47,16.66,Chennai
1147,2023-03-04,28.36,297.9,1.25,28.02,Mumbai
7420,2023-07-03,8.75,432.4,1.54,10.96,Kolkata
1365,2023-11-07,15.5,462.2,1.05,16.05,Kolkata
5531,2023-10-08,27.79,100.8,0.45,25.91,Bangalore
6330,2023-01-26,13.73,305.9,0.21,12.78,Mumbai
6510,2023-06-26,24.2,463.3,0.7,23.18,Mumbai
9754,2023-03-04,14.73,110.6,1.63,16.52,Mumbai
9964,2023-03-14,25.12,235.8,0.9,24.41,Bangalore
7493,2023-12-01,29.53,90.1,0.58,27.74,Delhi
6439,2023-06-16,14.7,101.1,0.14,13.51,Kolkata
7511,2023-08-13,26.13,456.8,1.04,25.6,Bangalore
8504,2023-03-06,29.71,250.8,1.4,29.54,Bangalore
2246,2023-03-10,29.6,359.9,0.46,27.56,Bangalore
4839,2023-01-09,15.84,112.5,1.12,16.5,Mumbai
9551,2023-08-24,17.14,59.9,0.9,17.23,Bangalore
3376,2023-07-17,12.59,450.7,1.44,14.21,Delhi
4009,2023-06-22,12.85,308.5,1.74,15.04,Chennai
2827,2023-10-09,17.31,59.0,0.68,16.94,Bangalore
7979,2023-01-28,10.01,496.6,1.82,12.65,Delhi
9569,2023-10-23,22.78,271.5,1.44,23.38,Mumbai
5285,2023-05-14,18.41,264.1,0.17,16.91,Chennai
7910,2023-01-27,27.45,329.4,1.6,27.9,Kolkata
9561,2023-02-07,25.26,53.6,1.04,24.81,Kolkata
3196,2023-07-15,13.06,306.1,1.9,15.55,Mumbai
4747,2023-07-22,17.65,333.3,0.71,17.3,Mumbai
9843,2023-03-26,23.76,183.6,1.22,23.82,Kolkata
6978,2023-11-16,9.83,377.1,1.92,12.69,Mumbai
6607,2023-01-30,5.79,219.8,0.62,6.45,Kolkata
1769,2023-04-09,26.31,373.0,1.0,25.68,Mumbai
1780,2023-07-09,8.44,114.7,1.53,10.66,Kolkata
7303,2023-01-12,27.24,461.2,1.41,27.34,Delhi
4983,2023-04-01,27.84,445.8,1.69,28.44,Mumbai
9714,2023-01-30,16.52,117.8,1.09,17.05,Kolkata
1521,2023-08-01,25.17,472.3,0.71,24.07,Mumbai
8569,2023-02-07,14.08,301.0,1.12,14.91,Kolkata
6784,2023-12-07,26.46,365.7,0.76,25.33,Kolkata
5583,2023-03-01,25.62,428.1,0.44,23.94,Chennai
6946,2023-10-21,6.96,87.6,1.15,8.56,Mumbai
5941,2023-12-26,19.57,126.2,0.19,17.99,Delhi
7267,2023-05-23,21.0,180.7,0.17,19.24,Bangalore
8128,2023-06-29,5.02,264.7,0.22,4.96,Bangalore
3461,2023-10-12,29.5,205.7,1.38,29.31,Mumbai
1685,2023-04-22,15.16,277.6,0.87,15.38,Kolkata
3160,2023-08-18,17.93,133.7,1.04,18.22,Kolkata
8031,2023-01-21,9.87,357.0,0.75,10.38,Delhi
6341,2023-05-25,20.27,75.1,0.58,19.4,Mumbai
1038,2023-05-26,25.27,212.7,0.78,24.3,Bangalore
5875,2023-11-12,19.65,130.6,0.47,18.62,Delhi
2256,2023-06-15,24.7,378.5,1.39,25.01,Mumbai
8697,2023-05-20,23.28,447.6,0.29,21.53,Mumbai
3196,2023-07-22,10.94,85.5,1.08,12.01,Mumbai
8165,2023-09-01,15.9,403.3,1.01,16.33,Chennai
1301,2023-04-23,8.72,453.1,0.67,9.19,Delhi
8527,2023-07-20,6.05,488.3,0.29,6.02,Mumbai
7381,2023-11-10,6.58,310.7,1.44,8.8,Delhi
1646,2023-09-16,28.56,197.3,1.18,28.06,Bangalore
9789,2023-09-12,29.61,194.9,1.64,29.93,Mumbai
9853,2023-01-23,7.37,220.5,0.55,7.73,Kolkata
5330,2023-09-03,13.38,325.7,1.6,15.24,Mumbai
8003,2023-12-05,7.86,270.6,0.65,8.37,Mumbai
4537,2023-11-07,25.86,344.1,0.31,23.89,Delhi
5558,2023-11-14,17.41,67.7,0.36,16.39,Delhi
7579,2023-03-28,20.53,97.6,0.52,19.52,Chennai
9474,2023-08-07,18.5,489.4,1.4,19.45,Mumbai
5082,2023-12-22,22.76,497.9,0.56,21.6,Bangalore
5183,2023-01-27,12.98,386.0,1.25,14.18,Delhi
9652,2023-10-17,8.44,165.4,0.59,8.78,Chennai
4754,2023-10-16,5.44,479.0,0.79,6.48,Kolkata
2724,2023-12-14,16.14,146.2,1.79,18.11,Kolkata
2376,2023-08-11,27.7,379.1,1.05,27.03,Chennai
9706,2023-12-18,12.63,101.9,1.24,13.85,Kolkata
9894,2023-06-27,9.9,342.0,0.46,9.83,Mumbai
2653,2023-05-28,28.15,391.8,0.35,26.04,Delhi
3066,2023-08-15,7.64,436.8,0.89,8.66,Bangalore
1022,2023-12-17,6.3,380.4,1.73,9.13,Kolkata
3460,2023-07-05,26.99,465.6,0.56,25.41,Mumbai
6926,2023-10-21,22.52,284.4,1.28,22.83,Delhi
7251,2023-02-10,15.55,354.8,1.76,17.52,Mumbai
8295,2023-07-10,23.81,216.3,1.88,25.19,Mumbai
4300,2023-03-20,23.54,54.7,1.99,25.17,Delhi
7279,2023-07-24,6.0,390.5,1.55,8.5,Kolkata
9553,2023-10-05,21.91,441.4,0.24,20.2,Kolkata
8353,2023-09-29,21.02,128.3,1.76,22.44,Mumbai
4727,2023-02-01,29.09,62.9,1.78,29.74,Chennai
7272,2023-05-22,29.17,124.0,1.16,28.57,Kolkata
6995,2023-09-08,14.44,452.9,0.23,13.46,Mumbai
1514,2023-10-21,19.75,183.0,1.01,19.8,Bangalore
1448,2023-04-08,8.53,155.2,0.5,8.68,Bangalore
7019,2023-05-16,6.66,56.6,0.94,7.87,Chennai
6343,2023-10-04,15.82,183.7,1.48,17.2,Mumbai
9033,2023-11-08,22.25,372.0,1.37,22.76,Bangalore
3520,2023-10-29,19.19,481.6,1.58,20.43,Kolkata
4081,2023-02-12,15.74,190.7,1.01,16.19,Mumbai
2428,2023-04-30,25.45,158.3,1.07,25.04,Chennai
4967,2023-08-08,24.86,449.6,1.88,26.13,Chennai
7445,2023-02-15,23.3,433.6,1.3,23.57,Kolkata
3159,2023-08-24,6.93,197.7,1.52,9.28,Bangalore
6132,2023-02-17,24.91,81.0,1.36,25.14,Bangalore
3547,2023-07-17,27.99,496.4,1.32,27.83,Chennai
3979,2023-03-25,6.49,356.3,1.84,9.52,Delhi
3649,2023-01-31,15.04,467.0,0.78,15.1,Chennai
9505,2023-06-10,29.71,203.8,0.91,28.56,Chennai
4083,2023-03-12,19.98,341.5,0.82,19.62,Mumbai
2037,2023-01-08,17.84,353.5,1.55,19.16,Kolkata
4489,2023-02-21,9.44,442.8,1.75,12.0,Mumbai
8604,2023-02-14,19.14,496.9,0.78,18.79,Chennai
8544,2023-10-20,15.98,98.9,0.37,15.12,Mumbai
3634,2023-10-27,8.19,334.0,1.04,9.45,Bangalore
4983,2023-02-07,16.61,201.4,1.97,18.89,Chennai
2778,2023-12-21,9.11,415.2,0.49,9.18,Bangalore
8902,2023-08-19,23.27,389.4,0.96,22.86,Bangalore
6110,2023-09-19,29.34,451.6,0.62,27.65,Kolkata
6189,2023-03-09,16.74,204.7,1.85,18.77,Bangalore
8378,2023-06-28,20.81,133.0,1.15,21.03,Mumbai
2124,2023-12-23,15.77,59.8,1.2,16.59,Mumbai
1697,2023-07-05,8.46,165.0,0.12,7.85,Delhi
3179,2023-07-20,29.26,215.2,1.34,29.01,Kolkata
6251,2023-01-13,8.24,475.7,0.68,8.78,Delhi
2929,2023-08-02,7.79,271.1,1.08,9.17,Bangalore
2013,2023-08-08,16.48,300.4,1.11,17.05,Chennai
1226,2023-10-13,21.47,446.1,1.23,21.78,Mumbai
8321,2023-09-01,13.87,448.3,1.66,15.8,Chennai
2828,2023-12-22,9.81,287.6,0.67,10.17,Delhi
8909,2023-09-15,25.47,101.2,0.59,24.1,Delhi
6588,2023-02-27,14.08,171.7,1.61,15.89,Mumbai
3023,2023-02-05,9.86,255.6,1.47,11.81,Delhi
5966,2023-11-24,14.13,388.0,0.53,13.78,Chennai
6891,2023-07-12,10.36,370.3,0.1,9.52,Delhi
2080,2023-11-29,17.99,339.2,1.37,18.93,Chennai
6036,2023-02-19,21.71,446.1,0.4,20.34,Bangalore
3563,2023-02-01,24.99,411.2,1.92,26.33,Kolkata
4292,2023-04-08,10.69,492.0,1.25,12.12,Mumbai
4586,2023-02-12,9.17,450.1,1.71,11.67,Delhi
5431,2023-12-17,5.49,138.0,1.63,8.2,Mumbai
7841,2023-11-30,10.7,75.9,1.16,11.95,Delhi
7643,2023-11-06,5.6,236.5,0.93,6.9,Bangalore
4959,2023-02-16,13.64,327.9,1.04,14.36,Chennai
1161,2023-09-27,8.64,339.4,1.63,11.04,Mumbai
1593,2023-11-07,19.5,170.4,1.32,20.19,Bangalore
4390,2023-03-04,14.59,436.9,0.49,14.11,Bangalore
6997,2023-01-19,7.34,198.2,1.26,9.13,Kolkata
7354,2023-12-13,15.0,463.6,0.87,15.24,Bangalore
1663,2023-04-11,10.23,262.2,0.22,9.65,Kolkata
1541,2023-02-06,22.0,54.7,0.82,21.44,Bangalore
6433,2023-04-17,14.11,122.9,0.53,13.76,Chennai
6093,2023-04-02,8.68,96.0,1.69,11.19,Bangalore
1867,2023-11-04,13.74,69.8,0.3,12.97,Chennai
9623,2023-07-04,10.61,371.3,0.79,11.13,Delhi
6469,2023-08-04,24.89,136.5,1.42,25.24,Bangalore
7256,2023-01-28,29.58,427.4,1.81,30.24,Bangalore
2169,2023-02-05,5.64,169.0,0.74,6.56,Delhi
1830,2023-11-16,22.25,64.5,1.25,22.52,Kolkata
2651,2023-01-18,11.6,419.3,0.81,12.06,Chennai
2136,2023-12-11,6.66,259.8,0.49,6.97,Delhi
3810,2023-07-15,5.36,319.8,0.72,6.26,Delhi
9667,2023-03-19,27.03,201.3,1.31,26.95,Mumbai
2019,2023-06-16,13.84,70.7,1.46,15.38,Delhi
6237,2023-03-31,29.86,216.6,0.8,28.47,Kolkata
2283,2023-09-21,16.06,283.2,0.39,15.23,Kolkata
1659,2023-07-27,9.69,55.3,0.37,9.46,Kolkata
3010,2023-07-31,24.43,308.4,1.64,25.27,Chennai
9590,2023-09-28,28.16,451.9,1.34,28.02,Chennai
2733,2023-09-20,25.39,148.0,1.48,25.81,Bangalore
3125,2023-09-30,23.63,467.0,1.03,23.33,Delhi
3171,2023-12-08,13.37,93.9,0.97,13.97,Kolkata
9266,2023-08-02,6.61,421.4,0.5,6.95,Delhi
4471,2023-03-05,10.03,428.1,0.42,9.87,Bangalore
6624,2023-01-12,16.17,166.0,0.39,15.33,Bangalore
9691,2023-07-29,28.9,481.0,1.98,29.97,Kolkata
9329,2023-11-08,23.07,237.5,1.66,24.08,Delhi
3097,2023-06-23,25.71,113.6,1.29,25.72,Bangalore
6068,2023-09-13,11.93,316.3,0.51,11.76,Mumbai
7397,2023-04-11,22.1,498.5,0.74,21.37,Chennai
3757,2023-01-16,26.56,454.7,0.77,25.44,Delhi
4920,2023-07-16,16.99,175.4,1.01,17.31,Kolkata
9186,2023-09-15,15.75,309.6,0.9,15.98,Bangalore
2900,2023-09-01,22.99,101.9,1.87,24.43,Bangalore
3610,2023-12-14,19.0,257.8,1.47,20.04,Bangalore
7900,2023-09-06,29.83,285.4,0.25,27.35,Chennai
2449,2023-04-15,15.63,191.9,0.78,15.63,Delhi
9738,2023-07-01,9.4,267.9,0.35,9.16,Bangalore
6017,2023-06-04,16.8,464.0,0.63,16.38,Chennai
8999,2023-10-14,10.88,275.1,1.92,13.63,Mumbai
7052,2023-06-18,19.03,423.9,1.44,20.01,Delhi
3096,2023-02-16,8.14,192.8,0.11,7.55,Kolkata
9895,2023-02-12,28.75,487.1,0.72,27.32,Delhi
7404,2023-11-17,26.5,92.1,0.93,25.71,Bangalore
4331,2023-11-02,8.89,313.5,1.24,10.48,Kolkata
8462,2023-08-09,9.31,405.4,1.05,10.48,Delhi
6105,2023-01-01,17.81,416.3,0.23,16.49,Kolkata
3978,2023-07-19,24.32,139.2,1.08,24.05,Delhi
3839,2023-05-24,10.48,230.7,0.35,10.13,Mumbai
4384,2023-01-28,6.52,330.9,1.09,8.05,Mumbai
1685,2023-12-08,18.64,192.1,0.57,17.92,Mumbai
8531,2023-12-04,22.29,346.2,0.37,20.8,Delhi
5283,2023-10-05,11.11,220.5,0.65,11.3,Kolkata
8736,2023-02-10,23.49,207.9,0.29,21.72,Mumbai
8710,2023-11-28,28.77,98.6,0.64,27.17,Chennai
2619,2023-05-27,8.43,67.7,1.75,11.09,Chennai
7868,2023-12-11,17.78,425.9,0.68,17.36,Mumbai
2431,2023-06-27,6.42,270.3,0.99,7.76,Mumbai
5713,2023-11-11,10.17,303.3,1.09,11.33,Bangalore
5998,2023-11-21,7.25,217.5,0.44,7.4,Chennai
1162,2023-06-16,15.1,111.5,0.94,15.47,Chennai
2974,2023-05-03,25.52,252.3,1.72,26.41,Mumbai
4291,2023-03-15,19.43,153.0,0.25,17.99,Bangalore
9461,2023-08-27,10.56,427.0,1.85,13.2,Kolkata
1631,2023-09-06,6.0,494.1,1.76,8.92,Bangalore
1905,2023-09-20,18.83,450.1,1.73,20.41,Bangalore
3014,2023-09-09,8.32,287.7,0.48,8.45,Chennai
8896,2023-12-23,13.57,332.7,1.02,14.25,Mumbai
1204,2023-04-21,17.75,476.7,1.27,18.52,Mumbai
1581,2023-06-29,27.59,292.4,0.29,25.41,Mumbai
6675,2023-07-07,7.05,337.4,1.16,8.66,Bangalore
6347,2023-11-04,21.72,333.2,1.7,22.95,Bangalore
3643,2023-07-26,5.35,368.7,1.88,8.57,Delhi
9017,2023-08-22,20.75,338.1,0.63,19.94,Kolkata
3297,2023-01-24,18.79,351.8,0.65,18.21,Delhi
1874,2023-01-26,25.3,376.7,0.61,23.99,Kolkata
6560,2023-08-06,18.29,414.1,0.39,17.24,Delhi
1689,2023-12-12,13.82,231.4,0.92,14.28,Delhi
5000,2023-01-10,11.07,385.6,1.59,13.14,Delhi
1671,2023-01-17,7.13,95.1,1.45,9.32,Delhi
8927,2023-09-02,18.37,444.3,1.81,20.15,Bangalore
2171,2023-07-25,27.21,180.5,0.78,26.05,Kolkata
6591,2023-09-15,17.87,231.6,1.19,18.46,Delhi
7342,2023-04-22,23.48,411.6,1.56,24.25,Delhi
2449,2023-07-24,12.46,336.6,1.81,14.83,Mumbai
3539,2023-01-27,16.2,188.9,1.76,18.1,Bangalore
4959,2023-03-12,13.12,151.4,0.98,13.77,Chennai
7285,2023-06-25,7.73,481.0,1.82,10.6,Mumbai
6432,2023-07-21,15.42,89.5,0.94,15.76,Chennai
5260,2023-09-05,24.11,52.0,1.82,25.34,Delhi
3361,2023-04-28,14.87,352.8,1.58,16.54,Kolkata
7164,2023-01-09,21.25,326.5,0.52,20.16,Chennai
4670,2023-03-27,23.97,381.9,1.87,25.31,Chennai
2753,2023-01-23,13.07,379.2,0.56,12.88,Chennai
9100,2023-08-28,24.94,438.5,1.83,26.11,Kolkata
2938,2023-03-14,13.47,464.9,1.27,14.66,Mumbai
9562,2023-01-27,11.4,398.8,1.37,13.0,Bangalore
6976,2023-12-15,10.56,154.5,0.31,10.12,Kolkata
7588,2023-03-22,10.0,258.6,0.22,9.44,Mumbai
9616,2023-03-25,23.43,338.8,1.94,24.97,Delhi
7304,2023-07-18,27.19,292.7,0.74,25.95,Mumbai
8345,2023-02-12,10.77,121.5,1.7,13.09,Chennai
8875,2023-09-20,7.13,315.2,1.44,9.3,Mumbai
7633,2023-04-02,12.84,448.9,1.25,14.06,Mumbai
1597,2023-12-05,21.45,238.3,1.4,22.1,Delhi
4062,2023-03-25,14.21,351.0,0.27,13.33,Delhi
3336,2023-10-27,18.73,327.2,0.88,18.62,Mumbai
1572,2023-10-23,23.61,219.7,1.25,23.75,Kolkata
8521,2023-05-15,15.21,304.4,1.75,17.19,Delhi
7171,2023-10-08,29.99,144.6,1.46,29.91,Chennai
8097,2023-02-28,12.45,295.7,0.58,12.36,Kolkata
3090,2023-12-25,29.46,409.5,1.97,30.45,Mumbai
7566,2023-12-08,10.08,391.5,1.32,11.71,Chennai
5624,2023-08-29,7.77,211.1,1.05,9.09,Chennai
2633,2023-12-08,23.77,100.4,1.58,24.55,Kolkata
2517,2023-04-08,22.56,410.0,1.25,22.8,Mumbai
4648,2023-03-03,25.28,169.3,1.45,25.65,Chennai
2537,2023-09-21,13.59,73.9,1.27,14.77,Delhi
4137,2023-04-23,28.27,250.3,0.44,26.32,Delhi
7985,2023-05-26,7.99,382.8,1.13,9.45,Kolkata
1097,2023-08-04,5.76,413.8,0.64,6.46,Delhi
4750,2023-09-13,12.51,492.0,1.18,13.62,Bangalore
9535,2023-11-12,24.93,135.2,0.34,23.12,Mumbai
9174,2023-11-12,21.82,182.2,0.54,20.72,Chennai
9103,2023-12-28,15.91,324.3,1.64,17.6,Chennai
6413,2023-09-15,11.41,415.1,0.87,12.01,Kolkata
5666,2023-07-13,6.48,155.3,1.38,8.59,Kolkata
1610,2023-12-13,13.44,234.5,1.05,14.2,Chennai
2727,2023-01-14,16.5,233.8,0.75,16.35,Delhi
2854,2023-10-31,22.18,397.8,1.04,22.04,Kolkata
6055,2023-04-13,21.15,158.4,1.65,22.34,Bangalore
3324,2023-09-02,28.68,485.9,0.64,27.09,Kolkata
6774,2023-09-02,7.51,279.7,0.9,8.56,Delhi
7519,2023-11-08,13.41,176.9,0.48,13.03,Mumbai
2749,2023-09-25,17.04,177.9,0.77,16.88,Bangalore
1781,2023-08-12,21.77,58.2,1.78,23.15,Kolkata
8548,2023-08-08,17.39,361.6,1.59,18.83,Mumbai
7823,2023-11-07,27.82,399.2,0.81,26.66,Mumbai
3105,2023-08-05,20.22,64.6,0.35,18.9,Chennai
4867,2023-01-04,5.99,313.7,0.9,7.19,Delhi
8193,2023-02-05,7.84,401.8,1.57,10.2,Chennai
5976,2023-06-27,23.84,219.3,0.18,21.82,Delhi
3113,2023-09-14,22.89,244.7,1.52,23.64,Mumbai
6879,2023-01-17,8.84,212.7,1.39,10.74,Kolkata
4970,2023-07-18,6.47,192.0,0.22,6.26,Delhi
8264,2023-11-14,19.47,271.0,1.31,20.14,Delhi
2577,2023-02-17,20.89,124.7,0.67,20.14,Mumbai
3274,2023-03-03,8.38,248.3,0.44,8.42,Bangalore
5869,2023-03-10,16.84,473.8,0.83,16.82,Mumbai
7744,2023-05-27,12.65,62.3,0.49,12.36,Mumbai
3426,2023-12-25,28.28,124.1,1.67,28.79,Delhi
6546,2023-06-11,10.48,400.0,1.51,12.45,Mumbai
7852,2023-08-15,23.33,109.4,1.96,24.92,Chennai
3551,2023-12-13,17.95,172.1,1.11,18.38,Mumbai
7411,2023-08-18,5.29,254.7,0.27,5.3,Kolkata
1007,2023-06-27,17.92,474.4,0.8,17.73,Mumbai
9087,2023-12-11,7.49,132.6,1.69,10.12,Mumbai
3555,2023-02-25,21.48,465.4,0.85,21.03,Kolkata
1475,2023-03-19,19.14,373.3,0.97,19.17,Bangalore
6416,2023-09-27,5.26,352.0,0.88,6.49,Bangalore
9676,2023-07-25,10.12,375.6,0.55,10.21,Bangalore
8239,2023-10-08,24.41,64.1,0.24,22.45,Chennai
7710,2023-08-16,11.89,94.5,0.44,11.58,Kolkata
6000,2023-08-27,17.48,200.7,0.79,17.31,Chennai
5654,2023-10-15,12.8,83.3,0.57,12.66,Chennai
9078,2023-03-23,28.04,494.4,1.19,27.62,Chennai
7063,2023-11-30,18.41,311.2,1.27,19.11,Kolkata
3285,2023-09-07,22.4,269.3,1.18,22.52,Delhi
6223,2023-07-12,7.09,403.5,0.26,6.9,Delhi
7971,2023-04-16,6.01,489.6,1.37,8.15,Bangalore
4525,2023-07-08,11.48,479.8,0.83,11.99,Chennai
3822,2023-10-03,12.73,406.9,1.77,15.0,Bangalore
5943,2023-03-15,22.19,219.7,1.1,22.17,Chennai
7530,2023-01-10,19.23,79.7,0.26,17.83,Bangalore
1258,2023-05-03,14.36,94.3,0.12,13.16,Mumbai
1282,2023-08-04,21.35,50.5,1.43,22.08,Kolkata
2898,2023-10-17,9.09,50.9,0.86,9.9,Chennai
5135,2023-02-09,6.59,471.4,0.65,7.23,Chennai
7629,2023-07-12,26.36,467.2,0.95,25.62,Chennai
4200,2023-05-07,19.1,350.4,0.24,17.67,Kolkata
6110,2023-10-16,21.23,377.0,0.84,20.79,Mumbai
8167,2023-03-12,12.68,280.9,0.7,12.81,Delhi
1612,2023-05-17,14.3,157.0,1.62,16.11,Kolkata
1687,2023-05-24,7.06,461.5,0.43,7.21,Mumbai
4690,2023-12-20,26.42,175.0,1.54,26.86,Bangalore
9804,2023-10-26,19.81,382.9,1.05,19.93,Chennai
3307,2023-12-11,7.09,160.4,0.26,6.9,Chennai
8133,2023-09-26,25.11,441.6,1.94,26.48,Delhi
7509,2023-05-19,16.1,343.1,1.49,17.47,Bangalore
6906,2023-02-21,24.13,339.2,0.59,22.9,Mumbai
3591,2023-01-17,5.32,93.8,1.21,7.21,Bangalore
8183,2023-06-14,5.72,238.8,1.81,8.77,Bangalore
6248,2023-01-13,9.27,286.2,1.87,12.08,Delhi
9766,2023-07-09,10.27,182.3,1.49,12.22,Mumbai
6108,2023-12-06,24.1,446.4,1.48,24.65,Delhi
4604,2023-12-19,22.67,427.0,0.63,21.66,Mumbai
1669,2023-12-28,20.4,272.1,1.98,22.32,Kolkata
5364,2023-12-18,27.12,203.0,0.56,25.53,Kolkata
8329,2023-09-21,11.18,410.7,0.27,10.6,Chennai
2283,2023-11-08,27.61,138.6,1.96,28.77,Delhi
1923,2023-08-09,27.74,82.2,0.39,25.75,Kolkata
2125,2023-04-14,15.86,70.6,1.09,16.45,Bangalore
2529,2023-12-05,7.36,67.4,0.99,8.6,Bangalore
9438,2023-07-17,23.16,270.0,1.71,24.26,Kolkata
4711,2023-10-27,13.42,164.9,0.85,13.78,Delhi
9004,2023-12-25,24.87,360.7,1.05,24.48,Chennai
7274,2023-06-18,9.09,344.3,0.18,8.54,Bangalore
4864,2023-05-29,18.49,293.9,0.49,17.62,Chennai
8833,2023-09-06,17.7,208.8,1.68,19.29,Bangalore
7788,2023-09-13,7.51,432.7,1.01,8.78,Mumbai
1226,2023-02-11,14.08,369.4,0.54,13.75,Kolkata
1264,2023-07-21,7.12,172.2,0.8,8.01,Delhi
1645,2023-09-01,16.62,275.8,0.64,16.24,Bangalore
8544,2023-06-06,26.07,120.3,1.16,25.78,Kolkata
6569,2023-10-13,11.76,197.9,0.2,10.98,Chennai
3990,2023-10-09,24.12,498.7,0.53,22.77,Delhi
3504,2023-08-26,9.59,150.7,0.77,10.17,Delhi
1587,2023-01-19,21.84,364.2,1.86,23.38,Kolkata
5079,2023-02-22,27.89,157.3,1.28,27.66,Kolkata
4348,2023-03-26,13.1,472.2,1.06,13.91,Kolkata
7299,2023-09-30,27.51,189.6,0.46,25.68,Mumbai
4831,2023-12-26,17.64,206.0,1.16,18.2,Mumbai
9381,2023-08-01,12.92,317.2,1.87,15.37,Delhi
2715,2023-12-27,27.41,314.7,1.18,27.03,Kolkata
7450,2023-04-14,5.8,310.6,0.41,6.04,Mumbai
6433,2023-07-11,5.7,308.0,1.99,9.11,Delhi
2098,2023-06-26,20.0,190.5,1.05,20.1,Bangalore
8096,2023-05-27,24.92,245.5,0.71,23.85,Kolkata
3326,2023-03-22,23.79,317.0,1.06,23.53,Mumbai
7416,2023-07-12,6.99,352.1,0.6,7.49,Delhi
7980,2023-02-06,28.76,163.9,0.16,26.2,Kolkata
7763,2023-11-22,22.58,365.7,1.79,23.9,Delhi
2674,2023-06-03,28.73,465.5,0.91,27.68,Bangalore
